txn_id,timestamp,amount,bank,hour,previous_failures,is_subscription,days_since_last_success,failure_reason,would_retry_succeed
txn_259292,2026-08-18T01:36:41.580844,107.52,YesBank,10,0,0,60,risk_block,0
txn_861019,2026-09-04T01:36:41.580883,108.4,SBI,5,0,0,34,otp_failed,0
txn_609492,2026-07-29T01:36:41.580922,508.04,IDFC,1,0,1,55,issuer_down,1
txn_486328,2026-08-15T01:36:41.580960,285.7,HDFC,16,1,1,21,insufficient_funds,1
txn_262993,2026-08-09T01:36:41.580998,1127.73,YesBank,9,1,0,52,risk_block,0
txn_957558,2026-08-29T01:36:41.581037,246.69,YesBank,19,0,0,30,card_expired,0
txn_713369,2026-08-08T01:36:41.581076,585.9,YesBank,1,0,0,49,bank_timeout,1
txn_180811,2026-08-08T01:36:41.581114,93.92,ICICI,17,0,1,50,bank_timeout,1
txn_618767,2026-08-25T01:36:41.581152,730.8,ICICI,11,1,1,51,bank_timeout,0
txn_385622,2026-08-27T01:36:41.581190,199.22,SBI,4,0,0,29,bank_timeout,1
txn_961789,2026-08-28T01:36:41.581267,389.48,SBI,12,0,0,11,issuer_down,1
txn_573958,2026-08-09T01:36:41.581307,317.66,Kotak,19,2,0,42,insufficient_funds,1
txn_780332,2026-08-01T01:36:41.581348,557.42,ICICI,13,1,0,71,otp_failed,1
txn_438540,2026-08-14T01:36:41.581387,1933.92,IDFC,1,0,0,54,issuer_down,1
txn_416480,2026-08-01T01:36:41.581430,117.75,IDFC,3,1,0,44,bank_timeout,1
txn_233172,2026-08-27T01:36:41.581469,1420.53,Kotak,10,0,0,54,card_expired,0
txn_983096,2026-08-01T01:36:41.581507,473.41,HDFC,2,0,0,54,bank_timeout,0
txn_889177,2026-08-25T01:36:41.581546,211.86,ICICI,5,1,0,16,otp_failed,0
txn_938387,2026-08-25T01:36:41.581584,1219.88,ICICI,4,0,0,25,otp_failed,0
txn_914038,2026-08-12T01:36:41.581622,1120.36,SBI,20,1,1,51,insufficient_funds,0
txn_658158,2026-08-14T01:36:41.581660,225.64,SBI,3,2,1,29,bank_timeout,1
txn_357354,2026-08-22T01:36:41.581699,299.0,Axis,3,3,1,5,risk_block,0
txn_993388,2026-08-29T01:36:41.581737,2818.15,HDFC,11,1,1,25,otp_failed,0
txn_648277,2026-08-06T01:36:41.581775,847.0,Axis,14,0,0,65,bank_timeout,0
txn_537985,2026-08-22T01:36:41.581812,430.16,HDFC,17,0,0,54,bank_timeout,1
txn_917865,2026-08-24T01:36:41.581850,705.81,Kotak,20,3,0,62,otp_failed,0
txn_671441,2026-08-26T01:36:41.581888,6656.8,YesBank,7,0,0,33,insufficient_funds,0
txn_438365,2026-08-25T01:36:41.581929,117.38,IDFC,11,3,0,48,bank_timeout,0
txn_911804,2026-08-03T01:36:41.581967,385.69,SBI,22,0,0,26,insufficient_funds,0
txn_501415,2026-08-07T01:36:41.582006,110.14,HDFC,10,0,1,34,otp_failed,1
txn_511236,2026-08-09T01:36:41.582044,219.3,HDFC,10,1,0,44,insufficient_funds,1
txn_536679,2026-08-10T01:36:41.582082,1440.0,Axis,9,2,0,42,bank_timeout,0
txn_155841,2026-09-05T01:36:41.582121,247.91,Kotak,2,2,0,9,insufficient_funds,0
txn_775673,2026-08-23T01:36:41.582158,254.94,HDFC,6,0,0,35,insufficient_funds,0
txn_523177,2026-08-26T01:36:41.582197,2223.69,ICICI,3,2,1,26,issuer_down,1
txn_184700,2026-09-02T01:36:41.582234,80.48,HDFC,8,0,1,22,network_error,1
txn_929430,2026-08-30T01:36:41.582272,119.43,SBI,20,0,1,19,insufficient_funds,1
txn_487699,2026-07-23T01:36:41.582310,4829.78,ICICI,7,0,1,23,bank_timeout,1
txn_278048,2026-09-03T01:36:41.582461,161.58,SBI,15,2,0,68,bank_timeout,0
txn_571017,2026-09-02T01:36:41.582503,881.67,IDFC,23,2,0,36,otp_failed,0
txn_321883,2026-08-31T01:36:41.582542,92.99,IDFC,12,0,0,62,card_expired,0
txn_714741,2026-09-02T01:36:41.582588,841.88,Kotak,9,0,0,61,bank_timeout,0
txn_951890,2026-08-23T01:36:41.582627,2160.82,Kotak,12,0,0,62,network_error,1
txn_364852,2026-08-29T01:36:41.582665,1424.51,HDFC,15,2,1,39,insufficient_funds,0
txn_864629,2026-08-20T01:36:41.582703,321.07,IDFC,9,1,0,9,bank_timeout,1
txn_535928,2026-08-01T01:36:41.582740,765.1,Axis,15,0,1,21,risk_block,0
txn_657564,2026-08-20T01:36:41.582779,571.9,ICICI,7,0,0,70,issuer_down,1
txn_403664,2026-08-25T01:36:41.582816,963.95,ICICI,8,0,0,6,risk_block,1
txn_927760,2026-08-18T01:36:41.582854,285.76,HDFC,16,0,0,32,bank_timeout,0
txn_572963,2026-08-13T01:36:41.582893,4315.56,SBI,19,0,1,33,issuer_down,1
txn_461447,2026-08-24T01:36:41.582939,1532.88,HDFC,0,3,0,65,bank_timeout,1
txn_225355,2026-08-14T01:36:41.582977,1100.99,YesBank,2,3,0,43,network_error,1
txn_373586,2026-08-19T01:36:41.583015,1662.14,HDFC,4,0,0,67,network_error,0
txn_852922,2026-08-25T01:36:41.583053,333.96,Axis,15,0,0,12,insufficient_funds,1
txn_706226,2026-08-15T01:36:41.583091,121.7,HDFC,13,1,0,33,insufficient_funds,1
txn_967918,2026-08-14T01:36:41.583129,1935.89,Kotak,1,0,0,33,risk_block,0
txn_614265,2026-08-08T01:36:41.583167,412.5,YesBank,23,4,0,63,bank_timeout,0
txn_996473,2026-08-17T01:36:41.583224,149.55,ICICI,16,0,0,28,bank_timeout,0
txn_176361,2026-07-30T01:36:41.583262,86.62,Axis,6,0,0,35,insufficient_funds,1
txn_819979,2026-08-18T01:36:41.583301,226.79,YesBank,10,1,0,20,bank_timeout,1
txn_719055,2026-08-31T01:36:41.583383,2903.03,YesBank,20,0,1,27,risk_block,0
txn_286633,2026-08-22T01:36:41.583448,2230.86,HDFC,3,0,0,68,issuer_down,1
txn_206121,2026-08-01T01:36:41.583491,132.06,Kotak,0,0,0,49,card_expired,0
txn_182289,2026-08-10T01:36:41.583558,2702.31,HDFC,12,1,1,6,issuer_down,1
txn_755258,2026-08-11T01:36:41.583647,242.84,SBI,20,3,0,15,otp_failed,0
txn_456007,2026-07-29T01:36:41.583696,519.06,SBI,23,0,0,41,insufficient_funds,0
txn_634730,2026-09-03T01:36:41.583740,819.7,Axis,14,0,0,69,insufficient_funds,0
txn_498499,2026-08-24T01:36:41.583783,470.54,YesBank,0,1,0,48,bank_timeout,0
txn_582376,2026-08-31T01:36:41.583829,365.81,YesBank,0,0,1,8,insufficient_funds,1
txn_185178,2026-08-16T01:36:41.583868,2421.79,SBI,6,0,0,54,network_error,1
txn_444126,2026-08-15T01:36:41.583906,1718.65,SBI,5,0,0,37,otp_failed,1
txn_393851,2026-08-22T01:36:41.583944,469.22,SBI,12,0,0,61,bank_timeout,1
txn_773812,2026-08-30T01:36:41.583983,1682.22,YesBank,17,0,1,29,insufficient_funds,1
txn_963675,2026-08-10T01:36:41.584021,209.17,SBI,12,2,0,68,bank_timeout,1
txn_453827,2026-07-26T01:36:41.584060,13313.7,Kotak,19,2,1,46,network_error,0
txn_970946,2026-07-29T01:36:41.584098,2223.67,HDFC,9,0,0,61,bank_timeout,1
txn_290920,2026-08-08T01:36:41.584137,885.24,ICICI,22,2,1,67,card_expired,1
txn_870644,2026-09-04T01:36:41.584175,433.02,IDFC,4,0,1,23,bank_timeout,0
txn_199977,2026-08-01T01:36:41.584213,2792.87,YesBank,21,1,0,32,issuer_down,1
txn_411442,2026-08-22T01:36:41.584251,712.73,ICICI,8,0,0,39,insufficient_funds,0
txn_858761,2026-09-05T01:36:41.584289,964.03,SBI,8,0,0,19,risk_block,0
txn_788332,2026-08-08T01:36:41.584327,3083.6,Kotak,17,0,0,1,risk_block,0
txn_453076,2026-09-05T01:36:41.584371,873.36,HDFC,6,0,1,67,insufficient_funds,0
txn_766015,2026-08-11T01:36:41.584409,574.1,HDFC,16,2,0,3,risk_block,0
txn_373820,2026-08-18T01:36:41.584448,808.09,HDFC,21,2,0,51,bank_timeout,1
txn_404359,2026-08-19T01:36:41.584486,3814.45,SBI,1,0,0,11,insufficient_funds,0
txn_176848,2026-07-23T01:36:41.584524,575.38,YesBank,5,0,0,36,network_error,1
txn_603516,2026-09-03T01:36:41.584562,639.65,ICICI,1,0,1,20,issuer_down,1
txn_540880,2026-08-28T01:36:41.584599,308.85,SBI,22,0,0,30,insufficient_funds,0
txn_876505,2026-07-31T01:36:41.584637,172.58,Axis,1,1,0,25,card_expired,0
txn_660219,2026-08-28T01:36:41.584677,61.94,ICICI,19,0,0,64,otp_failed,1
txn_297097,2026-07-31T01:36:41.584716,828.71,IDFC,5,1,1,3,bank_timeout,0
txn_295623,2026-07-23T01:36:41.584753,3192.7,Axis,9,0,1,16,insufficient_funds,1
txn_939385,2026-09-04T01:36:41.584791,787.66,SBI,1,0,1,44,otp_failed,0
txn_545093,2026-09-03T01:36:41.584829,505.7,IDFC,17,3,0,62,otp_failed,1
txn_479747,2026-08-30T01:36:41.584867,193.28,YesBank,0,1,1,21,risk_block,1
txn_253939,2026-08-25T01:36:41.584904,1466.43,IDFC,14,1,1,70,network_error,0
txn_564462,2026-09-01T01:36:41.584942,164.98,HDFC,7,0,0,70,bank_timeout,0
txn_482865,2026-09-04T01:36:41.584979,1684.29,YesBank,23,0,0,29,bank_timeout,1
txn_688574,2026-08-10T01:36:41.585017,874.53,SBI,0,1,0,48,network_error,0
txn_423258,2026-08-16T01:36:41.585055,886.28,Kotak,2,1,0,13,insufficient_funds,1
txn_357438,2026-08-23T01:36:41.585092,838.41,SBI,21,1,0,48,bank_timeout,1
txn_196393,2026-08-18T01:36:41.585167,774.0,Axis,22,2,0,3,risk_block,0
txn_596915,2026-08-18T01:36:41.585206,1000.61,HDFC,3,4,1,43,risk_block,1
txn_507427,2026-07-26T01:36:41.585244,432.63,ICICI,22,1,0,5,issuer_down,0
txn_598357,2026-08-19T01:36:41.585281,1646.16,Axis,5,1,0,11,network_error,1
txn_773422,2026-07-28T01:36:41.585319,348.85,SBI,8,0,0,65,risk_block,0
txn_314127,2026-08-04T01:36:41.585356,707.06,Axis,21,0,0,46,insufficient_funds,1
txn_202412,2026-08-24T01:36:41.585394,3077.49,Axis,7,2,1,3,risk_block,0
txn_908871,2026-07-25T01:36:41.585433,1475.39,ICICI,4,2,0,54,risk_block,0
txn_547415,2026-08-10T01:36:41.585471,257.8,Axis,19,0,1,7,card_expired,0
txn_313456,2026-08-06T01:36:41.585508,514.68,Kotak,22,0,1,35,insufficient_funds,1
txn_135903,2026-07-26T01:36:41.585546,580.97,IDFC,20,0,0,53,issuer_down,0
txn_585651,2026-07-30T01:36:41.585584,970.18,YesBank,18,1,1,71,insufficient_funds,1
txn_387623,2026-08-08T01:36:41.585622,2194.22,Kotak,7,0,0,23,otp_failed,1
txn_235203,2026-07-31T01:36:41.585661,41.92,YesBank,23,0,0,49,bank_timeout,1
txn_277597,2026-08-14T01:36:41.585916,1470.89,YesBank,4,0,1,24,risk_block,0
txn_272257,2026-08-28T01:36:41.585957,2909.1,HDFC,0,0,0,57,otp_failed,1
txn_337068,2026-08-20T01:36:41.585996,341.39,ICICI,18,4,0,15,insufficient_funds,1
txn_510834,2026-08-30T01:36:41.586035,191.22,HDFC,7,0,0,73,card_expired,0
txn_953220,2026-08-31T01:36:41.586073,746.6,IDFC,6,0,1,62,issuer_down,0
txn_542136,2026-08-24T01:36:41.586111,456.96,SBI,12,1,0,54,insufficient_funds,1
txn_592239,2026-08-15T01:36:41.586149,235.82,YesBank,23,0,0,28,bank_timeout,1
txn_848425,2026-09-03T01:36:41.586191,918.0,Kotak,5,3,0,57,otp_failed,1
txn_775302,2026-08-15T01:36:41.586231,437.01,SBI,4,0,0,41,bank_timeout,1
txn_929365,2026-08-01T01:36:41.586269,1307.49,Axis,12,1,0,49,risk_block,0
txn_570489,2026-08-24T01:36:41.586307,67.26,HDFC,23,0,1,23,bank_timeout,1
txn_297478,2026-08-24T01:36:41.586346,325.76,IDFC,4,0,1,16,risk_block,0
txn_867442,2026-08-22T01:36:41.586384,346.35,YesBank,17,0,0,21,insufficient_funds,0
txn_790824,2026-09-05T01:36:41.586422,2585.71,HDFC,19,0,0,52,insufficient_funds,0
txn_392107,2026-09-05T01:36:41.586460,1189.98,HDFC,14,0,1,57,insufficient_funds,0
txn_356505,2026-08-08T01:36:41.586498,1333.1,SBI,7,0,0,43,risk_block,1
txn_470608,2026-08-02T01:36:41.586536,744.06,YesBank,21,0,0,64,bank_timeout,1
txn_596283,2026-08-20T01:36:41.586574,754.22,SBI,10,0,0,66,risk_block,0
txn_832835,2026-08-24T01:36:41.586612,190.53,Axis,1,1,0,68,bank_timeout,0
txn_851287,2026-08-09T01:36:41.586649,1067.82,Axis,16,1,0,58,insufficient_funds,1
txn_930351,2026-08-25T01:36:41.586732,254.38,HDFC,11,0,0,4,insufficient_funds,1
txn_262421,2026-07-26T01:36:41.586793,161.75,IDFC,23,0,0,34,insufficient_funds,1
txn_292971,2026-07-27T01:36:41.586840,794.34,ICICI,18,2,1,58,issuer_down,0
txn_775926,2026-09-05T01:36:41.586996,1288.79,Kotak,11,0,0,50,network_error,0
txn_204188,2026-08-22T01:36:41.587036,3476.12,SBI,20,0,1,62,card_expired,0
txn_749285,2026-07-25T01:36:41.587078,380.84,ICICI,13,1,0,21,risk_block,0
txn_241449,2026-08-12T01:36:41.587122,2268.54,Axis,17,0,1,23,otp_failed,1
txn_591830,2026-07-31T01:36:41.587159,247.49,Axis,16,0,0,64,insufficient_funds,1
txn_457820,2026-08-09T01:36:41.587197,2957.84,Axis,18,1,0,39,insufficient_funds,1
txn_232659,2026-08-12T01:36:41.587234,1132.55,ICICI,8,0,1,56,bank_timeout,1
txn_202421,2026-07-30T01:36:41.587272,389.83,Kotak,14,1,0,54,network_error,0
txn_608069,2026-08-20T01:36:41.587379,4368.05,SBI,12,2,0,17,bank_timeout,1
txn_699792,2026-08-06T01:36:41.587419,1251.28,SBI,13,0,0,15,network_error,1
txn_908985,2026-09-01T01:36:41.587458,468.19,Kotak,23,3,0,58,risk_block,0
txn_653515,2026-08-22T01:36:41.587500,190.9,SBI,17,4,0,14,network_error,1
txn_665151,2026-07-24T01:36:41.587538,253.76,SBI,10,0,1,35,bank_timeout,1
txn_895775,2026-08-23T01:36:41.587576,940.83,HDFC,6,0,0,32,otp_failed,0
txn_818013,2026-09-02T01:36:41.587641,2115.63,Kotak,15,0,0,40,insufficient_funds,0
txn_365702,2026-07-23T01:36:41.587680,170.74,Kotak,1,1,0,24,issuer_down,1
txn_652165,2026-08-19T01:36:41.587735,442.81,ICICI,7,0,0,57,insufficient_funds,1
txn_676515,2026-08-08T01:36:41.587775,176.88,YesBank,12,1,0,56,network_error,1
txn_289651,2026-08-31T01:36:41.587814,65.26,IDFC,5,0,1,40,bank_timeout,1
txn_928370,2026-09-01T01:36:41.587851,474.88,SBI,9,0,1,4,bank_timeout,1
txn_520602,2026-07-26T01:36:41.587889,550.11,YesBank,23,2,1,22,otp_failed,1
txn_185166,2026-09-01T01:36:41.587927,650.09,IDFC,13,1,0,73,insufficient_funds,0
txn_587918,2026-08-12T01:36:41.587964,422.76,IDFC,19,1,0,28,insufficient_funds,1
txn_212138,2026-08-16T01:36:41.588002,1196.09,YesBank,22,2,0,48,insufficient_funds,1
txn_278296,2026-07-26T01:36:41.588040,1495.69,Kotak,21,4,0,64,bank_timeout,1
txn_987081,2026-08-25T01:36:41.588077,509.7,SBI,20,1,1,57,otp_failed,1
txn_918438,2026-07-28T01:36:41.588116,585.75,Axis,12,1,0,59,card_expired,0
txn_727407,2026-08-01T01:36:41.588154,496.29,SBI,16,0,0,36,network_error,0
txn_953062,2026-07-23T01:36:41.588194,250.51,Axis,21,0,1,30,insufficient_funds,1
txn_153311,2026-07-31T01:36:41.588239,881.25,Kotak,2,0,1,52,insufficient_funds,0
txn_431999,2026-08-21T01:36:41.588281,1038.49,SBI,22,0,0,70,bank_timeout,1
txn_528565,2026-08-01T01:36:41.588318,902.91,YesBank,12,0,1,43,risk_block,0
txn_627409,2026-08-19T01:36:41.588356,400.5,HDFC,6,0,0,57,insufficient_funds,0
txn_940297,2026-08-06T01:36:41.588393,688.82,SBI,4,0,0,44,insufficient_funds,0
txn_670706,2026-08-06T01:36:41.588431,406.48,IDFC,3,4,1,35,risk_block,0
txn_507974,2026-08-06T01:36:41.588469,6606.01,Axis,9,0,0,17,bank_timeout,1
txn_813611,2026-08-06T01:36:41.588507,314.65,SBI,23,2,0,4,risk_block,0
txn_734151,2026-07-25T01:36:41.588544,242.38,HDFC,14,0,1,2,risk_block,0
txn_784687,2026-09-04T01:36:41.588581,20.06,SBI,12,0,0,27,risk_block,0
txn_854924,2026-08-15T01:36:41.588619,98.84,YesBank,9,1,0,42,insufficient_funds,0
txn_891975,2026-08-28T01:36:41.588656,4101.32,HDFC,19,1,0,34,insufficient_funds,0
txn_472119,2026-08-10T01:36:41.588694,431.56,HDFC,1,2,0,66,bank_timeout,1
txn_979508,2026-08-27T01:36:41.588732,587.74,ICICI,13,0,1,28,insufficient_funds,1
txn_442221,2026-08-21T01:36:41.588774,2158.41,YesBank,1,3,0,70,otp_failed,1
txn_829282,2026-08-14T01:36:41.588813,717.3,Kotak,3,1,0,45,risk_block,0
txn_881453,2026-08-30T01:36:41.588850,1194.26,SBI,13,0,0,12,bank_timeout,1
txn_837651,2026-08-14T01:36:41.588888,182.26,YesBank,14,0,1,44,risk_block,1
txn_347997,2026-08-14T01:36:41.588925,1518.5,IDFC,10,0,1,17,card_expired,0
txn_134753,2026-07-23T01:36:41.588963,1283.3,Kotak,19,1,0,70,network_error,1
txn_458105,2026-08-21T01:36:41.589000,380.63,Axis,22,0,1,54,bank_timeout,1
txn_194913,2026-08-08T01:36:41.589038,48.03,SBI,19,1,1,58,bank_timeout,1
txn_972437,2026-08-18T01:36:41.589076,800.28,SBI,0,1,0,20,otp_failed,0
txn_798292,2026-07-23T01:36:41.589155,1826.31,YesBank,12,2,0,57,bank_timeout,1
txn_218920,2026-08-17T01:36:41.589211,411.77,Axis,7,3,0,26,bank_timeout,1
txn_836778,2026-07-30T01:36:41.589255,931.94,SBI,15,0,0,55,insufficient_funds,0
txn_917203,2026-08-30T01:36:41.589297,95.18,YesBank,13,1,0,65,issuer_down,1
txn_832722,2026-07-31T01:36:41.589337,726.02,SBI,6,0,0,26,otp_failed,1
txn_469430,2026-08-09T01:36:41.589447,204.86,YesBank,3,0,1,11,bank_timeout,1
txn_348141,2026-08-02T01:36:41.589525,2189.66,SBI,14,0,1,29,bank_timeout,1
txn_696543,2026-07-30T01:36:41.589620,68.84,Kotak,12,0,1,51,insufficient_funds,0
txn_580751,2026-07-30T01:36:41.589682,292.86,IDFC,9,1,0,41,insufficient_funds,1
txn_615584,2026-08-30T01:36:41.589730,394.62,Axis,20,1,0,4,insufficient_funds,1
txn_867610,2026-07-25T01:36:41.589799,1295.8,YesBank,17,2,0,24,otp_failed,0
txn_595919,2026-08-11T01:36:41.589838,1487.3,ICICI,15,1,1,31,risk_block,1
txn_195761,2026-08-11T01:36:41.589925,696.46,IDFC,8,2,0,66,risk_block,0
txn_830212,2026-08-19T01:36:41.589973,738.97,HDFC,22,0,0,44,insufficient_funds,1
txn_501562,2026-07-29T01:36:41.590011,542.51,IDFC,4,0,1,74,network_error,0
txn_355658,2026-08-19T01:36:41.590049,323.95,YesBank,20,0,0,44,insufficient_funds,0
txn_928282,2026-08-19T01:36:41.590086,1460.45,Axis,5,0,0,59,insufficient_funds,0
txn_466330,2026-08-21T01:36:41.590124,618.58,YesBank,1,2,0,25,bank_timeout,1
txn_202828,2026-08-15T01:36:41.590161,97.35,IDFC,13,0,0,51,risk_block,0
txn_675610,2026-09-03T01:36:41.590201,701.2,ICICI,20,1,0,39,bank_timeout,1
txn_197628,2026-08-18T01:36:41.590238,315.82,SBI,9,0,0,6,bank_timeout,0
txn_531436,2026-09-03T01:36:41.590276,419.44,ICICI,19,0,0,67,insufficient_funds,1
txn_855477,2026-08-13T01:36:41.590314,1100.79,HDFC,13,3,0,15,otp_failed,0
txn_814221,2026-08-23T01:36:41.590351,37.28,ICICI,10,1,0,50,insufficient_funds,1
txn_355116,2026-07-25T01:36:41.590388,2487.61,HDFC,3,0,1,69,issuer_down,1
txn_815232,2026-09-02T01:36:41.590425,262.75,Axis,18,0,1,9,bank_timeout,1
txn_446717,2026-07-23T01:36:41.590463,669.93,YesBank,1,0,1,6,otp_failed,1
txn_270956,2026-08-26T01:36:41.590504,426.94,YesBank,17,2,0,45,card_expired,0
txn_798600,2026-09-05T01:36:41.590542,481.0,SBI,2,0,1,14,network_error,1
txn_314304,2026-08-18T01:36:41.590580,844.82,IDFC,23,2,0,55,bank_timeout,0
txn_838471,2026-08-21T01:36:41.590618,564.5,Axis,19,2,0,26,network_error,1
txn_294795,2026-08-15T01:36:41.590655,1786.48,Axis,21,0,0,35,bank_timeout,1
txn_787018,2026-07-25T01:36:41.590692,3017.67,Kotak,7,0,0,6,bank_timeout,1
txn_728177,2026-08-13T01:36:41.590729,87.95,SBI,17,1,0,57,insufficient_funds,1
txn_653608,2026-07-23T01:36:41.590766,199.56,SBI,14,0,0,50,insufficient_funds,0
txn_947929,2026-07-27T01:36:41.590803,153.83,Kotak,12,0,0,17,otp_failed,1
txn_866722,2026-08-02T01:36:41.590841,406.36,YesBank,10,0,1,45,bank_timeout,1
txn_971905,2026-08-12T01:36:41.590878,236.55,Kotak,2,2,0,45,card_expired,0
txn_620082,2026-08-04T01:36:41.590917,2558.56,ICICI,18,2,0,54,network_error,1
txn_237263,2026-07-25T01:36:41.590955,251.25,IDFC,17,0,0,6,risk_block,1
txn_523240,2026-08-06T01:36:41.590992,307.91,IDFC,9,1,1,18,bank_timeout,1
txn_532206,2026-08-19T01:36:41.591029,1847.89,Axis,16,0,0,52,otp_failed,0
txn_362210,2026-08-28T01:36:41.591067,1134.93,IDFC,1,2,0,74,bank_timeout,1
txn_142598,2026-07-28T01:36:41.591104,398.44,Kotak,9,3,0,71,bank_timeout,1
txn_231870,2026-08-17T01:36:41.591142,143.87,IDFC,20,3,0,51,network_error,1
txn_263402,2026-08-17T01:36:41.591219,213.77,ICICI,12,0,0,70,bank_timeout,1
txn_593891,2026-08-22T01:36:41.591262,446.59,Kotak,18,0,0,62,otp_failed,0
txn_838447,2026-07-28T01:36:41.591303,936.94,IDFC,13,0,1,7,insufficient_funds,0
txn_328506,2026-08-27T01:36:41.591342,796.45,SBI,7,0,0,42,card_expired,0
txn_410809,2026-08-03T01:36:41.591381,332.54,ICICI,22,2,0,55,risk_block,0
txn_977751,2026-07-29T01:36:41.591420,938.58,Axis,2,0,0,51,issuer_down,1
txn_867175,2026-09-02T01:36:41.591459,1297.18,Axis,15,0,1,9,issuer_down,1
txn_174694,2026-07-24T01:36:41.591498,1118.72,SBI,2,0,0,27,issuer_down,1
txn_980354,2026-09-01T01:36:41.591536,1022.44,ICICI,20,1,0,37,card_expired,0
txn_915518,2026-08-06T01:36:41.591575,363.21,SBI,19,3,0,14,risk_block,0
txn_798614,2026-08-29T01:36:41.591616,879.62,IDFC,17,0,1,70,bank_timeout,0
txn_391568,2026-08-24T01:36:41.591656,1139.84,IDFC,2,1,1,61,insufficient_funds,1
txn_913820,2026-08-12T01:36:41.591694,564.55,Axis,13,0,0,71,network_error,1
txn_377948,2026-08-15T01:36:41.591732,759.42,YesBank,13,4,0,56,risk_block,0
txn_207357,2026-08-31T01:36:41.591771,1028.38,ICICI,16,0,0,2,issuer_down,1
txn_703623,2026-08-28T01:36:41.591809,361.76,HDFC,6,2,0,64,bank_timeout,1
txn_929690,2026-08-04T01:36:41.591901,137.06,HDFC,10,3,1,22,otp_failed,0
txn_396618,2026-08-05T01:36:41.591947,391.87,ICICI,6,3,0,4,risk_block,0
txn_699095,2026-08-24T01:36:41.591988,216.08,IDFC,3,3,0,34,insufficient_funds,1
txn_395830,2026-08-07T01:36:41.592029,1358.42,ICICI,21,0,0,39,network_error,0
txn_219875,2026-07-25T01:36:41.592068,481.52,SBI,6,0,1,40,insufficient_funds,0
txn_192850,2026-08-31T01:36:41.592107,2920.25,Kotak,20,1,1,47,bank_timeout,1
txn_858741,2026-08-02T01:36:41.592146,1723.16,YesBank,7,0,0,24,card_expired,0
txn_823055,2026-08-19T01:36:41.592185,356.93,YesBank,21,4,1,41,risk_block,0
txn_573656,2026-07-24T01:36:41.592223,198.51,YesBank,22,0,1,22,otp_failed,1
txn_679802,2026-08-16T01:36:41.592262,198.06,ICICI,2,1,0,70,insufficient_funds,0
txn_292376,2026-08-14T01:36:41.592300,486.35,Kotak,21,0,0,65,network_error,1
txn_622829,2026-08-21T01:36:41.592338,758.52,IDFC,11,1,0,34,bank_timeout,1
txn_239392,2026-08-31T01:36:41.592376,1004.77,ICICI,17,0,0,70,risk_block,0
txn_182987,2026-08-10T01:36:41.592414,241.9,SBI,17,0,0,23,insufficient_funds,0
txn_465391,2026-08-14T01:36:41.592452,402.64,Kotak,22,0,1,61,card_expired,0
txn_207041,2026-08-04T01:36:41.592490,528.52,YesBank,22,0,0,35,risk_block,1
txn_217769,2026-08-30T01:36:41.592527,806.69,ICICI,10,0,0,14,risk_block,0
txn_867166,2026-07-26T01:36:41.592565,1487.58,ICICI,1,1,0,60,insufficient_funds,1
txn_317726,2026-08-01T01:36:41.592603,1283.83,HDFC,14,1,1,64,bank_timeout,0
txn_887424,2026-08-26T01:36:41.592640,673.63,ICICI,6,0,0,60,insufficient_funds,0
txn_760183,2026-07-31T01:36:41.592678,699.21,SBI,20,0,0,40,insufficient_funds,1
txn_516561,2026-08-07T01:36:41.592716,328.11,HDFC,1,0,0,9,bank_timeout,1
txn_133324,2026-08-19T01:36:41.592754,1206.96,Kotak,17,2,0,17,insufficient_funds,1
txn_173591,2026-07-25T01:36:41.592791,257.88,HDFC,8,2,0,4,issuer_down,0
txn_238925,2026-08-09T01:36:41.592829,517.18,SBI,14,0,1,52,card_expired,0
txn_934123,2026-09-03T01:36:41.592867,418.55,HDFC,17,2,0,42,risk_block,0
txn_325687,2026-09-05T01:36:41.592963,2015.63,SBI,7,2,1,7,bank_timeout,1
txn_399155,2026-08-21T01:36:41.593044,478.19,HDFC,9,0,0,72,otp_failed,1
txn_558819,2026-08-11T01:36:41.593089,181.57,ICICI,13,0,1,45,bank_timeout,1
txn_644333,2026-08-13T01:36:41.593134,1199.8,SBI,1,0,0,12,issuer_down,1
txn_892879,2026-09-04T01:36:41.593179,1998.1,Kotak,15,0,0,73,bank_timeout,1
txn_435949,2026-08-21T01:36:41.593227,2208.97,Axis,19,1,0,12,otp_failed,0
txn_720253,2026-07-28T01:36:41.593268,918.1,YesBank,5,0,0,18,bank_timeout,0
txn_682074,2026-09-01T01:36:41.593307,500.55,IDFC,15,1,0,53,insufficient_funds,0
txn_146233,2026-08-16T01:36:41.593348,448.54,ICICI,4,1,0,15,insufficient_funds,1
txn_733609,2026-08-25T01:36:41.593386,157.12,Kotak,10,1,1,35,bank_timeout,1
txn_748033,2026-07-26T01:36:41.593424,2392.3,HDFC,16,2,1,1,risk_block,0
txn_805377,2026-08-31T01:36:41.593462,691.08,Kotak,21,2,0,19,network_error,0
txn_784500,2026-08-17T01:36:41.593504,1092.81,IDFC,11,0,0,11,insufficient_funds,0
txn_642955,2026-08-07T01:36:41.593547,199.91,Axis,9,0,0,54,otp_failed,0
txn_533541,2026-08-20T01:36:41.593651,68.83,YesBank,5,0,0,44,issuer_down,1
txn_532184,2026-07-29T01:36:41.593692,620.1,SBI,17,0,0,72,bank_timeout,1
